32	853.22	1600	4.52472	0.18	6.24324	11.2374	2.2101
32.1	855.44	1600	4.52614	0.18	6.24493	11.24143	2.20962
32.2	857.67	1600	4.52755	0.18	6.24662	11.24546	2.20914
32.3	859.89	1600	4.52897	0.18	6.24831	11.24948	2.20866
32.4	862.11	1600	4.53038	0.18	6.24999	11.2535	2.20819
32.5	864.33	1600	4.53179	0.18	6.25168	11.25751	2.20771
32.6	866.56	1600	4.53321	0.18	6.25336	11.26152	2.20723
32.7	868.78	1600	4.53462	0.18	6.25504	11.26553	2.20676
32.8	871	1600	4.53602	0.18	6.25671	11.26953	2.20629
32.9	873.22	1600	4.53743	0.18	6.25838	11.27352	2.20581
33	875.44	1600	4.53884	0.18	6.26005	11.27751	2.20534
33.1	877.67	1600	4.54024	0.18	6.26172	11.2815	2.20487
33.2	879.89	1600	4.54165	0.18	6.26339	11.28548	2.2044
33.3	882.11	1600	4.54305	0.18	6.26505	11.28945	2.20393
33.4	884.33	1600	4.54445	0.18	6.26671	11.29342	2.20346
33.5	886.56	1600	4.54585	0.18	6.26837	11.29739	2.20299
33.6	888.78	1600	4.54725	0.18	6.27003	11.30135	2.20252
33.7	891	1600	4.54864	0.18	6.27168	11.30531	2.20206
33.8	893.22	1600	4.55004	0.18	6.27334	11.30926	2.20159
33.9	895.45	1600	4.55143	0.18	6.27499	11.31321	2.20113
34	897.67	1600	4.55283	0.18	6.27663	11.31715	2.20066
34.1	899.89	1600	4.55422	0.18	6.27828	11.32109	2.2002
34.2	902.11	1600	4.55561	0.18	6.27992	11.32502	2.19973
34.3	904.33	1600	4.557	0.18	6.28156	11.32895	2.19927
34.4	906.56	1600	4.55839	0.18	6.2832	11.33288	2.19881
34.5	908.78	1600	4.55978	0.18	6.28483	11.3368	2.19835
34.6	911	1600	4.56116	0.18	6.28647	11.34071	2.19789
34.7	913.22	1600	4.56255	0.18	6.2881	11.34463	2.19743
34.8	915.44	1600	4.56393	0.18	6.28973	11.34853	2.19697
34.9	917.67	1600	4.56531	0.18	6.29136	11.35244	2.19651
35	919.89	1600	4.56669	0.18	6.29298	11.35633	2.19605
35.1	922.11	1600	4.56807	0.18	6.2946	11.36023	2.19559
35.2	924.33	1600	4.56945	0.18	6.29622	11.36412	2.19514
35.3	926.56	1600	4.57083	0.18	6.29784	11.368	2.19468
35.4	928.78	1600	4.5722	0.18	6.29946	11.37188	2.19423
35.5	931	1600	4.57358	0.18	6.30107	11.37576	2.19377
35.6	933.22	1600	4.57495	0.18	6.30268	11.37963	2.19332
35.7	935.44	1600	4.57633	0.18	6.30429	11.3835	2.19287
35.8	937.67	1600	4.5777	0.18	6.3059	11.38736	2.19241
35.9	939.89	1600	4.57907	0.18	6.3075	11.39122	2.19196
36	942.11	1600	4.58044	0.18	6.3091	11.39507	2.19151
36.1	944.33	1600	4.58181	0.18	6.3107	11.39892	2.19106
36.2	946.56	1600	4.58317	0.18	6.3123	11.40277	2.19061
36.3	948.78	1600	4.58454	0.18	6.3139	11.40661	2.19016
36.4	951	1600	4.5859	0.18	6.31549	11.41045	2.18971
36.5	953.22	1600	4.58727	0.18	6.31709	11.41428	2.18927
36.6	955.44	1600	4.58863	0.18	6.31868	11.41811	2.18882
36.7	957.67	1600	4.58999	0.18	6.32026	11.42193	2.18837
36.8	959.89	1600	4.59135	0.18	6.32185	11.42575	2.18793
36.9	962.11	1600	4.59271	0.18	6.32343	11.42957	2.18748
37	964.33	1600	4.59406	0.18	6.32501	11.43338	2.18704
37.1	966.56	1600	4.59542	0.18	6.32659	11.43718	2.1866
37.2	968.78	1600	4.59678	0.18	6.32817	11.44099	2.18615
37.3	971	1600	4.59813	0.18	6.32974	11.44479	2.18571
37.4	973.17	1600	4.59948	0.18	6.33132	11.44858	2.18527
37.5	975.35	1600	4.60083	0.18	6.33289	11.45237	2.18483
37.6	977.52	1600	4.60218	0.18	6.33446	11.45616	2.18439
37.7	979.7	1600	4.60353	0.18	6.33602	11.45994	2.18395
37.8	981.87	1600	4.60488	0.18	6.33759	11.46372	2.18351
37.9	984.04	1600	4.60623	0.18	6.33915	11.46749	2.18307
38	986.22	1600	4.60757	0.18	6.34071	11.47126	2.18263
38.1	988.39	1600	4.60892	0.18	6.34227	11.47503	2.18219
38.2	990.57	1600	4.61026	0.18	6.34383	11.47879	2.18176
38.3	992.74	1600	4.61161	0.18	6.34538	11.48255	2.18132
38.4	994.91	1600	4.61295	0.18	6.34694	11.4863	2.18089
38.5	997.09	1600	4.61429	0.18	6.34849	11.49005	2.18045
38.6	999.26	1600	4.61563	0.18	6.35004	11.4938	2.18002
38.7	1001.43	1600	4.61697	0.18	6.35158	11.49754	2.17958
38.8	1003.61	1600	4.6183	0.18	6.35313	11.50128	2.17915
38.9	1005.78	1600	4.61964	0.18	6.35467	11.50501	2.17872
39	1007.96	1600	4.62097	0.18	6.35621	11.50874	2.17829
