19.5 -162 379.9 411.7 -0.7 -284.8 -142.4 -94.95 -71.21 -56.97 -47.47 -40.69 -35.61 -31.65
19.75 -162 378.4 412.9 -0.73 -240 -120 -80.02 -60.01 -48.01 -40.01 -34.29 -30.01 -26.67
20 -162 377.2 413.5 -0.79 -209.1 -104.5 -69.69 -52.27 -41.81 -34.85 -29.87 -26.13 -23.23
20.25 -162 376.5 413.6 -0.88 -192.9 -96.43 -64.29 -48.22 -38.57 -32.14 -27.55 -24.11 -21.43
20.5 -162 376.1 413.2 -0.99 -189.5 -94.77 -63.18 -47.38 -37.91 -31.59 -27.08 -23.69 -21.06
20.75 -162 375.8 412.7 -1.09 -186.2 -93.1 -62.07 -46.55 -37.24 -31.03 -26.6 -23.27 -20.69
21 -162 375.4 412.7 -1.16 -164.3 -82.14 -54.76 -41.07 -32.85 -27.38 -23.47 -20.53 -18.25
21.25 -162 374.9 413.1 -1.2 -123.3 -61.64 -41.1 -30.82 -24.66 -20.55 -17.61 -15.41 -13.7
21.5 -162 374.4 413.9 -1.21 -62.29 -31.14 -20.76 -15.57 -12.46 -10.38 -8.898 -7.786 -6.921
21.75 -162 373.9 414.8 -1.22 -1.765 -0.8825 -0.5884 -0.4413 -0.353 -0.2942 -0.2522 -0.2206 -0.1961
22 -162 373.6 415.3 -1.24 45.41 22.71 15.14 11.35 9.083 7.569 6.488 5.677 5.046
22.25 -162 373.8 415.5 -1.27 80.68 40.34 26.89 20.17 16.14 13.45 11.53 10.09 8.965
22.5 -162 374.2 415.5 -1.31 102.6 51.3 34.2 25.65 20.52 17.1 14.66 12.83 11.4
22.75 -162 374.6 415.4 -1.36 124.5 62.26 41.51 31.13 24.9 20.75 17.79 15.57 13.84
23 -162 375.4 415.5 -1.37 156 77.99 51.99 38.99 31.2 26 22.28 19.5 17.33
23.25 -162 376.5 415.9 -1.36 197.4 98.72 65.81 49.36 39.49 32.91 28.21 24.68 21.94
23.5 -162 377.9 416.4 -1.31 249.4 124.7 83.13 62.35 49.88 41.56 35.63 31.17 27.71
23.75 -162 379.4 416.9 -1.24 301.3 150.7 100.4 75.33 60.27 50.22 43.05 37.67 33.48
24 -162 380.5 416.9 -1.16 331.4 165.7 110.5 82.84 66.27 55.23 47.34 41.42 36.82
24.25 -162 381.3 416.3 -1.06 340.4 170.2 113.5 85.1 68.08 56.73 48.63 42.55 37.82
24.5 -162 381.8 415.2 -0.99 329 164.5 109.7 82.24 65.79 54.83 47 41.12 36.55
19 -161.8 381.8 409.9 -0.65 -302.5 -151.2 -100.8 -75.62 -60.5 -50.41 -43.21 -37.81 -33.61
19.25 -161.8 380.8 410.2 -0.66 -319.6 -159.8 -106.5 -79.91 -63.93 -53.27 -45.66 -39.95 -35.51
19.5 -161.8 378.8 411 -0.67 -304.4 -152.2 -101.5 -76.1 -60.88 -50.73 -43.48 -38.05 -33.82
19.75 -161.8 376.8 411.8 -0.68 -289.6 -144.8 -96.54 -72.4 -57.92 -48.27 -41.37 -36.2 -32.18
20 -161.8 375.3 412.1 -0.73 -281 -140.5 -93.68 -70.26 -56.21 -46.84 -40.15 -35.13 -31.23
20.25 -161.8 374.3 411.9 -0.8 -277.7 -138.8 -92.57 -69.42 -55.54 -46.28 -39.67 -34.71 -30.86
20.5 -161.8 373.9 411.4 -0.91 -280.6 -140.3 -93.52 -70.14 -56.11 -46.76 -40.08 -35.07 -31.17
20.75 -161.8 373.4 410.8 -1 -283.9 -141.9 -94.63 -70.97 -56.78 -47.32 -40.56 -35.49 -31.54
21 -161.8 373 410.7 -1.07 -268.6 -134.3 -89.55 -67.16 -53.73 -44.77 -38.38 -33.58 -29.85
21.25 -161.8 372.5 410.9 -1.11 -235.8 -117.9 -78.59 -58.94 -47.15 -39.29 -33.68 -29.47 -26.2
21.5 -161.8 372 411.6 -1.12 -185.7 -92.86 -61.91 -46.43 -37.14 -30.95 -26.53 -23.21 -20.64
21.75 -161.8 371.5 412.3 -1.12 -135.2 -67.6 -45.07 -33.8 -27.04 -22.53 -19.31 -16.9 -15.02
22 -161.8 371.3 412.7 -1.14 -94.22 -47.11 -31.41 -23.55 -18.84 -15.7 -13.46 -11.78 -10.47
22.25 -161.8 371.4 412.9 -1.17 -63.24 -31.62 -21.08 -15.81 -12.65 -10.54 -9.035 -7.905 -7.027
22.5 -161.8 371.8 412.8 -1.21 -42.75 -21.37 -14.25 -10.69 -8.55 -7.125 -6.107 -5.344 -4.75
22.75 -161.8 372.1 412.6 -1.25 -21.78 -10.89 -7.26 -5.445 -4.356 -3.63 -3.112 -2.723 -2.42
23 -161.8 373.2 412.9 -1.26 15.87 7.934 5.289 3.967 3.174 2.645 2.267 1.983 1.763
23.25 -161.8 375.1 413.4 -1.23 70.67 35.34 23.56 17.67 14.13 11.78 10.1 8.834 7.853
23.5 -161.8 377.8 414.4 -1.17 142.6 71.32 47.54 35.66 28.53 23.77 20.38 17.83 15.85
23.75 -161.8 380.4 415.3 -1.1 213.6 106.8 71.21 53.41 42.73 35.61 30.52 26.71 23.74
24 -161.8 382.1 415.6 -1.02 257 128.5 85.67 64.25 51.4 42.83 36.72 32.13 28.56
24.25 -161.8 383 415.2 -0.94 273.2 136.6 91.07 68.3 54.64 45.54 39.03 34.15 30.36
24.5 -161.8 383 414.2 -0.88 261.3 130.6 87.1 65.32 52.26 43.55 37.33 32.66 29.03
19 -161.5 381.2 410.2 -0.66 -259.1 -129.6 -86.37 -64.78 -51.82 -43.19 -37.02 -32.39 -28.79
19.25 -161.5 380 410 -0.67 -304.4 -152.2 -101.5 -76.1 -60.88 -50.73 -43.48 -38.05 -33.82
19.5 -161.5 377.5 410 -0.66 -334.4 -167.2 -111.5 -83.6 -66.88 -55.73 -47.77 -41.8 -37.16
19.75 -161.5 375 410 -0.66 -364.4 -182.2 -121.5 -91.11 -72.89 -60.74 -52.06 -45.55 -40.49
20 -161.5 373.1 409.8 -0.69 -385.9 -192.9 -128.6 -96.47 -77.18 -64.31 -55.13 -48.23 -42.88
20.25 -161.5 371.9 409.4 -0.74 -399.7 -199.8 -133.2 -99.92 -79.94 -66.62 -57.1 -49.96 -44.41
20.5 -161.5 371.2 408.8 -0.82 -405.9 -202.9 -135.3 -101.5 -81.18 -67.65 -57.98 -50.74 -45.1
20.75 -161.5 370.6 408.1 -0.89 -412.1 -206 -137.4 -103 -82.42 -68.68 -58.87 -51.51 -45.79
21 -161.5 370 407.8 -0.94 -402.1 -201 -134 -100.5 -80.42 -67.01 -57.44 -50.26 -44.68
21.25 -161.5 369.5 407.9 -0.98 -375.9 -187.9 -125.3 -93.97 -75.17 -62.64 -53.7 -46.98 -41.76
21.5 -161.5 369 408.2 -0.99 -334.4 -167.2 -111.5 -83.6 -66.88 -55.73 -47.77 -41.8 -37.16
21.75 -161.5 368.5 408.6 -1 -292.9 -146.5 -97.65 -73.24 -58.59 -48.82 -41.85 -36.62 -32.55
22 -161.5 368.2 408.8 -1.01 -259.1 -129.6 -86.37 -64.78 -51.82 -43.19 -37.02 -32.39 -28.79
22.25 -161.5 368.2 408.8 -1.04 -233.4 -116.7 -77.79 -58.34 -46.68 -38.9 -33.34 -29.17 -25.93
22.5 -161.5 368.5 408.5 -1.07 -215.3 -107.6 -71.76 -53.82 -43.05 -35.88 -30.75 -26.91 -23.92
22.75 -161.5 368.8 408.2 -1.1 -197.2 -98.58 -65.72 -49.29 -39.43 -32.86 -28.17 -24.64 -21.91
23 -161.5 370.3 408.5 -1.1 -157.6 -78.8 -52.53 -39.4 -31.52 -26.27 -22.51 -19.7 -17.51
23.25 -161.5 373.2 409.4 -1.07 -95.65 -47.82 -31.88 -23.91 -19.13 -15.94 -13.66 -11.96 -10.63
23.5 -161.5 377.5 410.8 -1.01 -12.73 -6.363 -4.242 -3.182 -2.545 -2.121 -1.818 -1.591 -1.414
23.75 -161.5 381.8 412.1 -0.94 70.2 35.1 23.4 17.55 14.04 11.7 10.03 8.775 7.8
24 -161.5 384.3 412.9 -0.87 126.4 63.22 42.14 31.61 25.29 21.07 18.06 15.8 14.05
24.25 -161.5 385.2 413 -0.8 154.1 77.04 51.36 38.52 30.81 25.68 22.01 19.26 17.12
24.5 -161.5 384.5 412.5 -0.76 154.1 77.04 51.36 38.52 30.81 25.68 22.01 19.26 17.12
15.5 -161.2 367.2 401.1 -0.97 -257.2 -128.6 -85.73 -64.3 -51.44 -42.87 -36.74 -32.15 -28.58
15.75 -161.2 367 401.2 -0.94 -289.6 -144.8 -96.54 -72.4 -57.92 -48.27 -41.37 -36.2 -32.18
16 -161.2 367.5 401.4 -0.92 -316.3 -158.1 -105.4 -79.07 -63.26 -52.72 -45.19 -39.54 -35.14
19 -161.2 380.8 410.5 -0.67 -215.3 -107.6 -71.76 -53.82 -43.05 -35.88 -30.75 -26.91 -23.92
19.25 -161.2 379.2 409.8 -0.67 -289.6 -144.8 -96.54 -72.4 -57.92 -48.27 -41.37 -36.2 -32.18
19.5 -161.2 376.2 409 -0.66 -364.4 -182.2 -121.5 -91.11 -72.89 -60.74 -52.06 -45.55 -40.49
19.75 -161.2 373.2 408.2 -0.64 -438.8 -219.4 -146.3 -109.7 -87.76 -73.13 -62.68 -54.85 -48.75
20 -161.2 371 407.5 -0.65 -491.2 -245.6 -163.7 -122.8 -98.24 -81.87 -70.17 -61.4 -54.58
20.25 -161.2 369.4 406.8 -0.67 -522.2 -261.1 -174.1 -130.5 -104.4 -87.03 -74.6 -65.27 -58.02
20.5 -161.2 368.6 406.1 -0.72 -531.2 -265.6 -177.1 -132.8 -106.2 -88.54 -75.89 -66.4 -59.03
20.75 -161.2 367.8 405.4 -0.77 -539.8 -269.9 -179.9 -135 -108 -89.97 -77.12 -67.48 -59.98
21 -161.2 367.1 405 -0.8 -535 -267.5 -178.3 -133.8 -107 -89.17 -76.43 -66.88 -59.45
21.25 -161.2 366.5 404.8 -0.83 -516.5 -258.2 -172.2 -129.1 -103.3 -86.08 -73.78 -64.56 -57.38
