Pressure    Depth  Temperature   Density   Basalt       Vs         Vp        Entropy
  4.90     153.62    1700.00     3.34381   0.000     4.43343     7.97670     2.52516
  5.00     156.64    1700.00     3.34680   0.000     4.43694     7.98729     2.52417
  5.10     159.66    1700.00     3.34977   0.000     4.44040     7.99778     2.52318
  5.20     162.67    1700.00     3.35272   0.000     4.44384     8.00816     2.52220
  5.30     165.69    1700.00     3.35565   0.000     4.44724     8.01845     2.52122
  5.40     168.71    1700.00     3.35857   0.000     4.45061     8.02864     2.52026
  5.50     171.72    1700.00     3.36147   0.000     4.45396     8.03875     2.51930
  5.60     174.74    1700.00     3.36435   0.000     4.45728     8.04878     2.51834
  5.70     177.76    1700.00     3.36721   0.000     4.46057     8.05874     2.51740
  5.80     180.78    1700.00     3.37007   0.000     4.46384     8.06862     2.51646
  5.90     183.79    1700.00     3.37290   0.000     4.46709     8.07843     2.51553
  6.00     186.79    1700.00     3.37573   0.000     4.47032     8.08817     2.51460
  6.10     189.79    1700.00     3.37854   0.000     4.47352     8.09785     2.51368
  6.20     192.78    1700.00     3.38134   0.000     4.47671     8.10747     2.51276
  6.30     195.77    1700.00     3.38413   0.000     4.47987     8.11703     2.51185
  6.40     198.76    1700.00     3.38691   0.000     4.48302     8.12653     2.51095
  6.50     201.75    1700.00     3.38967   0.000     4.48614     8.13598     2.51005
  6.60     204.74    1700.00     3.39243   0.000     4.48925     8.14538     2.50916
  6.70     207.74    1700.00     3.39517   0.000     4.49235     8.15472     2.50827
  6.80     210.73    1700.00     3.39791   0.000     4.49542     8.16402     2.50739
  6.90     213.72    1700.00     3.40063   0.000     4.49849     8.17327     2.50651
  7.00     216.71    1700.00     3.40335   0.000     4.50153     8.18247     2.50564
  7.10     219.70    1700.00     3.40606   0.000     4.50456     8.19163     2.50477
  7.20     222.63    1700.00     3.40876   0.000     4.50758     8.20075     2.50391
  7.30     225.55    1700.00     3.41145   0.000     4.51058     8.20982     2.50305
  7.40     228.47    1700.00     3.41413   0.000     4.51357     8.21885     2.50219
  7.50     231.40    1700.00     3.41681   0.000     4.51655     8.22785     2.50135
  7.60     234.32    1700.00     3.41947   0.000     4.51951     8.23680     2.50050
  7.70     237.24    1700.00     3.42214   0.000     4.52246     8.24572     2.49966
  7.80     240.16    1700.00     3.42479   0.000     4.52540     8.25461     2.49882
  7.90     243.08    1700.00     3.42743   0.000     4.52833     8.26345     2.49799
  8.00     246.01    1700.00     3.43007   0.000     4.53125     8.27227     2.49717
  8.10     248.93    1700.00     3.43271   0.000     4.53416     8.28105     2.49634
  8.20     251.85    1700.00     3.43533   0.000     4.53705     8.28980     2.49552
  8.30     254.77    1700.00     3.43796   0.000     4.53994     8.29852     2.49471
  8.40     257.69    1700.00     3.44057   0.000     4.54282     8.30721     2.49390
  8.50     260.62    1700.00     3.44318   0.000     4.54568     8.31586     2.49309
  8.60     263.54    1700.00     3.44579   0.000     4.54854     8.32450     2.49229
  8.70     266.45    1700.00     3.44839   0.000     4.55140     8.33310     2.49149
  8.80     269.36    1700.00     3.45098   0.000     4.55424     8.34167     2.49069
  8.90     272.26    1700.00     3.45357   0.000     4.55707     8.35023     2.48990
  9.00     275.16    1700.00     3.45616   0.000     4.55990     8.35875     2.48911
  9.10     278.06    1700.00     3.45874   0.000     4.56273     8.36725     2.48832
  9.20     280.97    1700.00     3.46132   0.000     4.56554     8.37573     2.48754
  9.30     283.87    1700.00     3.46389   0.000     4.56835     8.38418     2.48676
  9.40     286.77    1700.00     3.46646   0.000     4.57115     8.39262     2.48598
  9.50     289.68    1700.00     3.46903   0.000     4.57395     8.40103     2.48521
  9.60     292.58    1700.00     3.47159   0.000     4.57675     8.40942     2.48444
  9.70     295.48    1700.00     3.47415   0.000     4.57954     8.41780     2.48367
  9.80     298.39    1700.00     3.47671   0.000     4.58232     8.42616     2.48291
  9.90     301.29    1700.00     3.47927   0.000     4.58511     8.43450     2.48214
 10.00     304.19    1700.00     3.48183   0.000     4.58789     8.44282     2.48139
 10.10     307.10    1700.00     3.48438   0.000     4.59067     8.45113     2.48063
 10.20     310.00    1700.00     3.48693   0.000     4.59344     8.45942     2.47988
 10.30     312.81    1700.00     3.48949   0.000     4.59622     8.46770     2.47912
 10.40     315.62    1700.00     3.49204   0.000     4.59900     8.47597     2.47838
 10.50     318.44    1700.00     3.49459   0.000     4.60177     8.48423     2.47763
 10.60     321.25    1700.00     3.49715   0.000     4.60455     8.49248     2.47688
 10.70     324.06    1700.00     3.49970   0.000     4.60733     8.50073     2.47614
 10.80     326.88    1700.00     3.50226   0.000     4.61011     8.50896     2.47540
 10.90     329.69    1700.00     3.50885   0.000     4.64958     8.55544     2.47253
 11.00     332.50    1700.00     3.51135   0.000     4.65223     8.56325     2.47177
 11.10     335.31    1700.00     3.51386   0.000     4.65488     8.57103     2.47102
 11.20     338.13    1700.00     3.51636   0.000     4.65751     8.57881     2.47027
 11.30     340.94    1700.00     3.51887   0.000     4.66014     8.58658     2.46952
 11.40     343.75    1700.00     3.52138   0.000     4.66276     8.59433     2.46877
 11.50     346.56    1700.00     3.52389   0.000     4.66538     8.60207     2.46803
 11.60     349.38    1700.00     3.52640   0.000     4.66799     8.60981     2.46729
 11.70     352.19    1700.00     3.52892   0.000     4.67059     8.61754     2.46655
 11.80     355.00    1700.00     3.53144   0.000     4.67319     8.62526     2.46581
 11.90     357.81    1700.00     3.53396   0.000     4.67578     8.63297     2.46508
 12.00     360.62    1700.00     3.53649   0.000     4.67837     8.64068     2.46435
 12.10     363.44    1700.00     3.53902   0.000     4.68095     8.64838     2.46362
 12.20     366.25    1700.00     3.54156   0.000     4.68353     8.65609     2.46289
 12.30     369.06    1700.00     3.54410   0.000     4.68610     8.66379     2.46217
 12.40     371.88    1700.00     3.54666   0.000     4.68867     8.67149     2.46144
 12.50     374.69    1700.00     3.54922   0.000     4.69124     8.67920     2.46072
 12.60     377.50    1700.00     3.55179   0.000     4.69380     8.68691     2.46000
 12.70     380.31    1700.00     3.55438   0.000     4.69637     8.69462     2.45929
 12.80     383.12    1700.00     3.55697   0.000     4.69893     8.70234     2.45857
 12.90     385.94    1700.00     3.55958   0.000     4.70149     8.71007     2.45786
 13.00     388.75    1700.00     3.56221   0.000     4.70405     8.71782     2.45714
 13.10     391.56    1700.00     3.56485   0.000     4.70661     8.72559     2.45643
 13.20     394.38    1700.00     3.56752   0.000     4.70917     8.73337     2.45572
 13.30     397.19    1700.00     3.57020   0.000     4.71173     8.74117     2.45501
 13.40     400.00    1700.00     3.57291   0.000     4.71430     8.74901     2.45430
 13.50     402.78    1700.00     3.59269   0.000     4.76453     8.82738     2.44752
 13.60     405.56    1700.00     3.61963   0.000     4.83556     8.93657     2.43856
 13.70     408.33    1700.00     3.64948   0.000     4.91608     9.05983     2.42906
 13.80     411.11    1700.00     3.68349   0.000     5.01049     9.20360     2.41870
 13.90     413.89    1700.00     3.72354   0.000     5.12582     9.37810     2.40706
 14.00     416.67    1700.00     3.74218   0.000     5.17787     9.45895     2.40182
 14.10     419.44    1700.00     3.74483   0.000     5.18034     9.46669     2.40111
 14.20     422.22    1700.00     3.74753   0.000     5.18283     9.47450     2.40040
 14.30     425.00    1700.00     3.75028   0.000     5.18533     9.48240     2.39969
 14.40     427.78    1700.00     3.75310   0.000     5.18789     9.49044     2.39898
 14.50     430.56    1700.00     3.75597   0.000     5.19041     9.49850     2.39827
 14.60     433.33    1700.00     3.75893   0.000     5.19299     9.50672     2.39756
 14.70     436.11    1700.00     3.76198   0.000     5.19560     9.51509     2.39685
 14.80     438.89    1700.00     3.76513   0.000     5.19823     9.52360     2.39614
 14.90     441.67    1700.00     3.76837   0.000     5.20084     9.53220     2.39544
 15.00     444.44    1700.00     3.77160   0.000     5.20316     9.54051     2.39476
 15.10     447.22    1700.00     3.77463   0.000     5.20471     9.54777     2.39414
 15.20     450.00    1700.00     3.77774   0.000     5.20622     9.55508     2.39353
 15.30     452.63    1700.00     3.78093   0.000     5.20767     9.56244     2.39292
 15.40     455.26    1700.00     3.78423   0.000     5.20906     9.56988     2.39233
 15.50     457.89    1700.00     3.78626   0.000     5.21097     9.57589     2.39171
 15.60     460.53    1700.00     3.78813   0.000     5.21293     9.58174     2.39109
 15.70     463.16    1700.00     3.79001   0.000     5.21488     9.58757     2.39047
 15.80     465.79    1700.00     3.79188   0.000     5.21683     9.59339     2.38985
 15.90     468.42    1700.00     3.79375   0.000     5.21877     9.59920     2.38923
 16.00     471.05    1700.00     3.79562   0.000     5.22071     9.60500     2.38862
 16.10     473.68    1700.00     3.79748   0.000     5.22264     9.61079     2.38801
 16.20     476.32    1700.00     3.79934   0.000     5.22456     9.61656     2.38740
 16.30     478.95    1700.00     3.80120   0.000     5.22648     9.62232     2.38679
 16.40     481.58    1700.00     3.80305   0.000     5.22840     9.62807     2.38619
 16.50     484.21    1700.00     3.80490   0.000     5.23031     9.63381     2.38558
 16.60     486.84    1700.00     3.80675   0.000     5.23221     9.63954     2.38498
 16.70     489.47    1700.00     3.80859   0.000     5.23411     9.64525     2.38438
 16.80     492.11    1700.00     3.81044   0.000     5.23601     9.65096     2.38378
 16.90     494.74    1700.00     3.81227   0.000     5.23790     9.65665     2.38318
 17.00     497.37    1700.00     3.81411   0.000     5.23978     9.66233     2.38259
 17.10     500.00    1700.00     3.81594   0.000     5.24166     9.66800     2.38199
 17.20     502.50    1700.00     3.81777   0.000     5.24354     9.67365     2.38140
 17.30     505.00    1700.00     3.81960   0.000     5.24540     9.67930     2.38081
 17.40     507.50    1700.00     3.82142   0.000     5.24727     9.68493     2.38022
 17.50     510.00    1700.00     3.82325   0.000     5.24913     9.69056     2.37963
 17.60     512.50    1700.00     3.82506   0.000     5.25098     9.69617     2.37905
 17.70     515.00    1700.00     3.82688   0.000     5.25283     9.70177     2.37846
 17.80     517.50    1700.00     3.82869   0.000     5.25468     9.70736     2.37788
 17.90     520.00    1700.00     3.83050   0.000     5.25652     9.71294     2.37730
 18.00     522.50    1700.00     3.83231   0.000     5.25835     9.71851     2.37672
 18.10     525.00    1700.00     3.83411   0.000     5.26018     9.72406     2.37615
 18.20     527.50    1700.00     3.83592   0.000     5.26201     9.72961     2.37557
 18.30     530.00    1700.00     3.83772   0.000     5.26383     9.73515     2.37500
 18.40     532.50    1700.00     3.83951   0.000     5.26565     9.74067     2.37443
 18.50     535.00    1700.00     3.84130   0.000     5.26746     9.74619     2.37386
 18.60     537.50    1700.00     3.84309   0.000     5.26926     9.75169     2.37329
 18.70     540.00    1700.00     3.84526   0.000     5.27339     9.75963     2.37240
 18.80     542.50    1700.00     3.84753   0.000     5.27812     9.76822     2.37143
 18.90     545.00    1700.00     3.84978   0.000     5.28274     9.77667     2.37048
 19.00     547.50    1700.00     3.85882   0.000     5.30657     9.81230     2.36825
 19.10     550.00    1700.00     3.86828   0.000     5.33109     9.84862     2.36575
 19.20     552.63    1700.00     3.87904   0.000     5.35880     9.88911     2.36276
 19.30     555.26    1700.00     3.89147   0.000     5.39053     9.93484     2.35915
 19.40     557.90    1700.00     3.90603   0.000     5.42746     9.98728     2.35474
 19.50     560.53    1700.00     3.92336   0.000     5.47118    10.04850     2.34927
 19.60     563.16    1700.00     3.93265   0.000     5.49409    10.08133     2.34615
 19.70     565.79    1700.00     3.93509   0.000     5.49937    10.09050     2.34517
 19.80     568.42    1700.00     3.93748   0.000     5.50443    10.09940     2.34422
 19.90     571.05    1700.00     3.93988   0.000     5.50943    10.10824     2.34330
 20.00     573.68    1700.00     3.94287   0.000     5.51602    10.11895     2.34233
 20.10     576.32    1700.00     3.94573   0.000     5.52214    10.12913     2.34140
 20.20     578.95    1700.00     3.94848   0.000     5.52785    10.13883     2.34052
 20.30     581.58    1700.00     3.95114   0.000     5.53320    10.14812     2.33967
 20.40     584.21    1700.00     3.95371   0.000     5.53822    10.15704     2.33885
 20.50     586.84    1700.00     3.95622   0.000     5.54297    10.16563     2.33806
 20.60     589.47    1700.00     3.95865   0.000     5.54747    10.17394     2.33729
 20.70     592.11    1700.00     3.96456   0.000     5.54436    10.18436     2.33625
 20.80     594.74    1700.00     3.96902   0.000     5.54507    10.19448     2.33526
 20.90     597.37    1700.00     3.97170   0.000     5.54936    10.20332     2.33443
 21.00     600.00    1700.00     3.97431   0.000     5.55346    10.21190     2.33362
 21.10     602.50    1700.00     3.97684   0.000     5.55738    10.22024     2.33283
 21.20     605.00    1700.00     3.97932   0.000     5.56115    10.22837     2.33206
 21.30     607.50    1700.00     3.98174   0.000     5.56477    10.23631     2.33131
 21.40     610.00    1700.00     3.98412   0.000     5.56828    10.24408     2.33057
 21.50     612.50    1700.00     3.98645   0.000     5.57167    10.25170     2.32985
 21.60     615.00    1700.00     3.98875   0.000     5.57496    10.25919     2.32914
 21.70     617.50    1700.00     3.99101   0.000     5.57817    10.26656     2.32844
 21.80     620.00    1700.00     3.99324   0.000     5.58130    10.27382     2.32775
 21.90     622.50    1700.00     3.99544   0.000     5.58435    10.28098     2.32707
 22.00     625.00    1700.00     3.99762   0.000     5.58735    10.28806     2.32639
 22.10     627.50    1700.00     3.99977   0.000     5.59028    10.29506     2.32572
 22.20     630.00    1700.00     4.00191   0.000     5.59317    10.30199     2.32506
 22.30     632.50    1700.00     4.00403   0.000     5.59601    10.30887     2.32440
 22.40     635.00    1700.00     4.00613   0.000     5.59882    10.31569     2.32375
 22.50     637.50    1700.00     4.00821   0.000     5.60159    10.32246     2.32310
 22.60     640.00    1700.00     4.01028   0.000     5.60432    10.32920     2.32245
 22.70     642.50    1700.00     4.01235   0.000     5.60704    10.33590     2.32181
 22.80     645.00    1700.00     4.01440   0.000     5.60973    10.34257     2.32117
 22.90     647.50    1700.00     4.01644   0.000     5.61241    10.34922     2.32053
 23.00     650.00    1700.00     4.01848   0.000     5.61507    10.35586     2.31989
 23.10     652.50    1700.00     4.02051   0.000     5.61773    10.36248     2.31925
 23.20     655.00    1700.00     4.02254   0.000     5.62038    10.36911     2.31861
 23.30     657.50    1700.00     4.02456   0.000     5.62303    10.37573     2.31797
 23.40     660.00    1700.00     4.02659   0.000     5.62568    10.38236     2.31732
 23.50     662.50    1700.00     4.02862   0.000     5.62836    10.38902     2.31668
 23.60     665.00    1700.00     4.03019   0.000     5.62970    10.39377     2.31624
 23.70     667.50    1700.00     4.35403   0.000     6.03664    10.79342     2.34664
 23.80     670.00    1700.00     4.35728   0.000     6.04294    10.80304     2.34581
 23.90     672.22    1700.00     4.36053   0.000     6.04924    10.81267     2.34497
 24.00     674.43    1700.00     4.36342   0.000     6.05462    10.82122     2.34420
 24.10     676.65    1700.00     4.36514   0.000     6.05698    10.82625     2.34361
 24.20     678.87    1700.00     4.36672   0.000     6.05898    10.83087     2.34304
 24.30     681.09    1700.00     4.36829   0.000     6.06095    10.83545     2.34248
 24.40     683.30    1700.00     4.36985   0.000     6.06291    10.84001     2.34192
 24.50     685.52    1700.00     4.37141   0.000     6.06486    10.84456     2.34136
 24.60     687.74    1700.00     4.37296   0.000     6.06680    10.84910     2.34080
 24.70     689.96    1700.00     4.37452   0.000     6.06874    10.85363     2.34025
 24.80     692.17    1700.00     4.37607   0.000     6.07068    10.85816     2.33969
 24.90     694.39    1700.00     4.37763   0.000     6.07262    10.86269     2.33914
 25.00     696.61    1700.00     4.37918   0.000     6.07454    10.86719     2.33858
 25.10     698.83    1700.00     4.38072   0.000     6.07645    10.87168     2.33803
 25.20     701.04    1700.00     4.38226   0.000     6.07835    10.87617     2.33748
 25.30     703.26    1700.00     4.38381   0.000     6.08025    10.88064     2.33693
 25.40     705.48    1700.00     4.38535   0.000     6.08222    10.88517     2.33638
 25.50     707.70    1700.00     4.38689   0.000     6.08412    10.88963     2.33583
 25.60     709.91    1700.00     4.38842   0.000     6.08601    10.89409     2.33529
 25.70     712.13    1700.00     4.38996   0.000     6.08790    10.89854     2.33474
 25.80     714.35    1700.00     4.39149   0.000     6.08978    10.90299     2.33419
 25.90     716.57    1700.00     4.39303   0.000     6.09167    10.90743     2.33365
 26.00     718.78    1700.00     4.39456   0.000     6.09363    10.91193     2.33310
 26.10     721.00    1700.00     4.39609   0.000     6.09550    10.91635     2.33256
 26.20     723.27    1700.00     4.39762   0.000     6.09737    10.92078     2.33202
 26.30     725.54    1700.00     4.39914   0.000     6.09924    10.92519     2.33148
 26.40     727.82    1700.00     4.40067   0.000     6.10111    10.92960     2.33094
 26.50     730.09    1700.00     4.40219   0.000     6.10304    10.93405     2.33040
 26.60     732.36    1700.00     4.40371   0.000     6.10490    10.93845     2.32987
 26.70     734.64    1700.00     4.40523   0.000     6.10676    10.94284     2.32933
 26.80     736.91    1700.00     4.40675   0.000     6.10861    10.94722     2.32880
 26.90     739.18    1700.00     4.40826   0.000     6.11046    10.95160     2.32826
 27.00     741.46    1700.00     4.40978   0.000     6.11238    10.95602     2.32773
 27.10     743.73    1700.00     4.41129   0.000     6.11422    10.96039     2.32720
 27.20     746.00    1700.00     4.41280   0.000     6.11606    10.96475     2.32666
 27.30     748.27    1700.00     4.41431   0.000     6.11790    10.96910     2.32613
 27.40     750.55    1700.00     4.41582   0.000     6.11973    10.97345     2.32561
 27.50     752.82    1700.00     4.41733   0.000     6.12163    10.97785     2.32507
 27.60     755.09    1700.00     4.41883   0.000     6.12346    10.98218     2.32455
 27.70     757.36    1700.00     4.42034   0.000     6.12529    10.98651     2.32402
 27.80     759.64    1700.00     4.42184   0.000     6.12711    10.99083     2.32350
 27.90     761.91    1700.00     4.42334   0.000     6.12893    10.99515     2.32297
 28.00     764.18    1700.00     4.42484   0.000     6.13081    10.99952     2.32245
 28.10     766.46    1700.00     4.42633   0.000     6.13263    11.00382     2.32192
 28.20     768.73    1700.00     4.42783   0.000     6.13443    11.00812     2.32140
 28.30     771.00    1700.00     4.42932   0.000     6.13624    11.01242     2.32088
 28.40     773.22    1700.00     4.43082   0.000     6.13804    11.01670     2.32036
 28.50     775.44    1700.00     4.43231   0.000     6.13992    11.02104     2.31984
 28.60     777.67    1700.00     4.43380   0.000     6.14171    11.02532     2.31932
 28.70     779.89    1700.00     4.43529   0.000     6.14351    11.02959     2.31880
 28.80     782.11    1700.00     4.43677   0.000     6.14530    11.03385     2.31829
 28.90     784.33    1700.00     4.43826   0.000     6.14709    11.03811     2.31777
 29.00     786.56    1700.00     4.43974   0.000     6.14895    11.04242     2.31726
 29.10     788.78    1700.00     4.44122   0.000     6.15073    11.04667     2.31674
 29.20     791.00    1700.00     4.44270   0.000     6.15251    11.05091     2.31623
 29.30     793.22    1700.00     4.44418   0.000     6.15429    11.05515     2.31572
 29.40     795.44    1700.00     4.44566   0.000     6.15606    11.05938     2.31521
 29.50     797.67    1700.00     4.44714   0.000     6.15790    11.06366     2.31470
 29.60     799.89    1700.00     4.44861   0.000     6.15967    11.06788     2.31419
 29.70     802.11    1700.00     4.45009   0.000     6.16144    11.07209     2.31368
 29.80     804.33    1700.00     4.45156   0.000     6.16320    11.07630     2.31317
 29.90     806.56    1700.00     4.45303   0.000     6.16496    11.08050     2.31266
 30.00     808.78    1700.00     4.45450   0.000     6.16679    11.08476     2.31216
 30.10     811.00    1700.00     4.45596   0.000     6.16854    11.08895     2.31165
 30.20     813.22    1700.00     4.45743   0.000     6.17029    11.09314     2.31115
 30.30     815.44    1700.00     4.45889   0.000     6.17204    11.09732     2.31065
 30.40     817.67    1700.00     4.46036   0.000     6.17379    11.10149     2.31014
 30.50     819.89    1700.00     4.46182   0.000     6.17561    11.10572     2.30964
 30.60     822.11    1700.00     4.46328   0.000     6.17735    11.10989     2.30914
 30.70     824.33    1700.00     4.46474   0.000     6.17908    11.11404     2.30864
 30.80     826.56    1700.00     4.46620   0.000     6.18082    11.11820     2.30814
 30.90     828.78    1700.00     4.46765   0.000     6.18255    11.12235     2.30764
 31.00     831.00    1700.00     4.46911   0.000     6.18435    11.12655     2.30714
 31.10     833.22    1700.00     4.47056   0.000     6.18609    11.13070     2.30665
 31.20     835.44    1700.00     4.47201   0.000     6.18782    11.13483     2.30615
 31.30     837.67    1700.00     4.47346   0.000     6.18954    11.13896     2.30566
 31.40     839.89    1700.00     4.47491   0.000     6.19125    11.14308     2.30516
 31.50     842.11    1700.00     4.47636   0.000     6.19297    11.14720     2.30467
 31.60     844.33    1700.00     4.47780   0.000     6.19476    11.15137     2.30417
 31.70     846.56    1700.00     4.47925   0.000     6.19647    11.15547     2.30368
 31.80     848.78    1700.00     4.48069   0.000     6.19818    11.15957     2.30319
 31.90     851.00    1700.00     4.48213   0.000     6.19988    11.16367     2.30270
 32.00     853.22    1700.00     4.48357   0.000     6.20158    11.16776     2.30221
 32.10     855.44    1700.00     4.48501   0.000     6.20336    11.17190     2.30172
 32.20     857.67    1700.00     4.48645   0.000     6.20506    11.17598     2.30124
 32.30     859.89    1700.00     4.48789   0.000     6.20675    11.18006     2.30075
 32.40     862.11    1700.00     4.48932   0.000     6.20844    11.18413     2.30026
 32.50     864.33    1700.00     4.49076   0.000     6.21013    11.18820     2.29978
 32.60     866.56    1700.00     4.49219   0.000     6.21189    11.19231     2.29929
 32.70     868.78    1700.00     4.49362   0.000     6.21359    11.19638     2.29881
 32.80     871.00    1700.00     4.49505   0.000     6.21527    11.20043     2.29833
 32.90     873.22    1700.00     4.49648   0.000     6.21695    11.20448     2.29785
 33.00     875.44    1700.00     4.49790   0.000     6.21863    11.20852     2.29736
 33.10     877.67    1700.00     4.49933   0.000     6.22030    11.21255     2.29688
 33.20     879.89    1700.00     4.50075   0.000     6.22205    11.21664     2.29640
 33.30     882.11    1700.00     4.50218   0.000     6.22372    11.22067     2.29592
 33.40     884.33    1700.00     4.50360   0.000     6.22538    11.22469     2.29545
 33.50     886.56    1700.00     4.50502   0.000     6.22704    11.22870     2.29497
 33.60     888.78    1700.00     4.50644   0.000     6.22870    11.23271     2.29449
 33.70     891.00    1700.00     4.50785   0.000     6.23044    11.23678     2.29401
 33.80     893.22    1700.00     4.50927   0.000     6.23210    11.24078     2.29354
 33.90     895.45    1700.00     4.51069   0.000     6.23375    11.24477     2.29307
 34.00     897.67    1700.00     4.51210   0.000     6.23540    11.24876     2.29259
 34.10     899.89    1700.00     4.51351   0.000     6.23705    11.25275     2.29212
 34.20     902.11    1700.00     4.51492   0.000     6.23878    11.25679     2.29164
 34.30     904.33    1700.00     4.51633   0.000     6.24042    11.26077     2.29117
 34.40     906.56    1700.00     4.51774   0.000     6.24206    11.26474     2.29070
 34.50     908.78    1700.00     4.51915   0.000     6.24370    11.26870     2.29023
 34.60     911.00    1700.00     4.52055   0.000     6.24533    11.27266     2.28977
 34.70     913.22    1700.00     4.52196   0.000     6.24705    11.27668     2.28929
 34.80     915.44    1700.00     4.52336   0.000     6.24868    11.28064     2.28883
 34.90     917.67    1700.00     4.52476   0.000     6.25031    11.28458     2.28836
 35.00     919.89    1700.00     4.52616   0.000     6.25193    11.28853     2.28789
 35.10     922.11    1700.00     4.52756   0.000     6.25355    11.29246     2.28743
 35.20     924.33    1700.00     4.52896   0.000     6.25526    11.29646     2.28696
 35.30     926.56    1700.00     4.53036   0.000     6.25688    11.30039     2.28650
 35.40     928.78    1700.00     4.53175   0.000     6.25849    11.30431     2.28604
 35.50     931.00    1700.00     4.53315   0.000     6.26011    11.30823     2.28557
 35.60     933.22    1700.00     4.53454   0.000     6.26172    11.31215     2.28511
 35.70     935.44    1700.00     4.53593   0.000     6.26341    11.31612     2.28465
 35.80     937.67    1700.00     4.53732   0.000     6.26502    11.32002     2.28419
 35.90     939.89    1700.00     4.53871   0.000     6.26662    11.32392     2.28373
 36.00     942.11    1700.00     4.54010   0.000     6.26822    11.32782     2.28327
 36.10     944.33    1700.00     4.54149   0.000     6.26982    11.33171     2.28281
 36.20     946.56    1700.00     4.54288   0.000     6.27151    11.33566     2.28235
 36.30     948.78    1700.00     4.54426   0.000     6.27310    11.33955     2.28190
 36.40     951.00    1700.00     4.54564   0.000     6.27469    11.34342     2.28144
